派别,场所名称,地址,负责人姓名,省级行政区,省属地级行政区/直辖市属县区级行政区,经纬度,,,,,,
正一,井冈山市银岗仙,江西省吉安市井冈山市新城镇排头村上排头,谢千吉,江西,吉安市,"114.057764,26.750533",,,,,,
正一,井冈山市三昌仙,江西省吉安市井冈山市龙市镇龙市村前山组,朱芳兴,江西,吉安市,"113.954625,26.700794",,,,,,
正一,井冈山市独栗仙,江西省吉安市井冈山市睦村乡社背村牛背陇,肖华,江西,吉安市,"113.909668,26.664564",,,,,,
正一,井冈山市大观仙,江西省吉安市井冈山市下七乡上七寸水湘洞,黄集焕,江西,吉安市,"114.238861,26.409053",,,,,,
正一,井冈山市云霄仙,江西省吉安市井冈山市长坪乡中烟村,叶成安,江西,吉安市,"114.173399,26.455521",,,,,,
正一,井冈山市鹅岭仙,江西省吉安市井冈山市石市口分场鹅坑组,叶回莲,江西,吉安市,"114.253970,26.695380",,,,,,
正一,井冈山市云龙仙,江西省吉安市井冈山市新城镇排头村下排头,卢新媛,江西,吉安市,"114.057386,26.748024",,,,,,
正一,井冈山市南岳殿,江西省吉安市井冈山市荷花乡虎岭村上虎岭组,李开发,江西,吉安市,"114.053685,26.683018",,,,,,
正一,井冈山市新华仙,江西省吉安市井冈山市拿山乡南岸村新华山,江五姬,江西,吉安市,"114.318051,26.735732",,,,,,
正一,井冈山市圣帝殿,江西省吉安市井冈山市东上乡东上村乌石组,刘观谋,江西,吉安市,"113.916970,26.706152",,,,,,
正一,井冈山市圣帝前殿,江西省吉安市井冈山市东上乡东上村上浆组,赖发通,江西,吉安市,"113.916970,26.706152",,,,,,
正一,吉安县清风庙,江西省吉安市吉安县凤凰镇田心村,彭明娇,江西,吉安市,"114.764783,26.989007",,,,,,
正一,吉安县永和镇灵佑古庙,江西省吉安市吉安县永和镇白沙村,肖发根,江西,吉安市,"115.058270,27.004723",,,,,,
正一,吉安县天祥贤庙,江西省吉安市吉安县敦厚镇马甫村,谢波平,江西,吉安市,"114.922675,27.034813",,,,,,
正一,吉安县天平古峰庙,江西省吉安市吉安县官田乡观中村,李九九,江西,吉安市,"114.666316,27.111732",,,,,,
正一,吉安县清都观,江西省吉安市吉安县永和镇永和村,皮秋华,江西,吉安市,"115.008361,27.023923",,,,,,
正一,吉安县山塘庵,江西省吉安市吉安县北源乡郭家店山塘庵,彭发英,江西,吉安市,"114.904686,27.337665",,,,,,
正一,新干县玉华山狮山庙,江西省吉安市新干县桃溪乡黎山村,杨月添,江西,吉安市,"115.664881,27.808743",,,,,,
正一,新干县肖公庙,江西省吉安市新干县大洋洲镇程家村,李飞,江西,吉安市,"115.448279,27.917560",,,,,,
正一,新干县天王庙,江西省吉安市新干县麦斜镇丘田村,戈海祥,江西,吉安市,"115.529251,27.667772",,,,,,
正一,新干县大洲村天符庙,江西省吉安市新干县沂江乡大洲村,周茂英,江西,吉安市,"115.337048,27.649934",,,,,,
正一,新干县药王庙,江西省吉安市新干县沂江乡水西江村,邹言祥,江西,吉安市,"115.370494,27.682858",,,,,,
正一,新干县下聂天符庙,江西省吉安市新干县三湖镇湖坪村,聂贤昭,江西,吉安市,"115.420090,27.923873",,,,,,
正一,新干县黄潭庙,江西省吉安市新干县三湖镇宾星村,曾华友,江西,吉安市,"115.435770,27.920974",,,,,,
正一,新干县太子庙,江西省吉安市新干县荷浦乡莒洲村,徐祖生,江西,吉安市,"115.406768,27.827638",,,,,,
正一,新干县百丈峰雷庙,江西省吉安市新干县界埠镇百丈峰,朱四牙（朱三牙）,江西,吉安市,"115.356370,27.746653",,,,,,
正一,新干县朱真庙,江西省吉安市新干县界埠镇武湖村,黄正祥（黄三祥）,江西,吉安市,"115.366592,27.804996",,,,,,
正一,新干县玉皇庙,江西省吉安市新干县大洋洲镇夏塘村,杨涛金（杨罗金）,江西,吉安市,"115.483232,27.937302",,,,,,
正一,永丰县石马镇关帝祠,江西省吉安市永丰县石马镇店下村,蔡能必,江西,吉安市,"115.745715,26.990647",,,,,,
正一,永丰县藤田镇关帝庙,江西省吉安市永丰县藤田镇杏塘村,唐其有,江西,吉安市,"115.649166,27.012259",,,,,,
正一,峡江县云腾飙驭祠,江西省吉安市峡江县水边镇何君村委,吴海生,江西,吉安市,"115.304187,27.579358",,,,,,
正一,峡江县玉皇庙,江西省吉安市峡江县仁和镇彭家村委,彭华珍,江西,吉安市,"115.308661,27.653462",,,,,,
正一,吉水县天玉山观,江西省吉安市吉水县文峰镇砖门村天玉名山,王度海,江西,吉安市,"115.088283,27.157620",,,,,,
正一,吉水县八社万寿宫,江西省吉安市吉水县螺田镇新建村增田村组,李声唐,江西,吉安市,"115.569587,26.955391",,,,,,
正一,吉水县沙元万寿宫,江西省吉安市吉水县螺田镇沙元村,徐高中,江西,吉安市,"115.538297,27.000368",,,,,,
正一,吉水县仙女庙,江西省吉安市吉水县白沙镇南坪村,赖友神,江西,吉安市,"115.454400,26.921609",,,,,,
正一,吉水县正觉庵,江西省吉安市吉水县黄桥镇社下村,王夫英,江西,吉安市,"115.062929,27.306579",,,,,,
正一,泰和县飞锡阁庙,江西省吉安市泰和县碧溪镇江边村,李多善,江西,吉安市,"114.409106,26.800331",,,,,,
正一,泰和县太平观,江西省吉安市泰和县桥头镇黄陂村,张国仕,江西,吉安市,"114.545344,26.787046",,,,,,
正一,泰和县砻头古寺,江西省吉安市泰和县桥头镇石昌村,罗长柏,江西,吉安市,"114.486824,26.803684",,,,,,
正一,泰和县白泉名山,江西省吉安市泰和县禾市镇景丰村,陈梅英,江西,吉安市,"114.640863,26.834960",,,,,,
正一,泰和县康王古庙,江西省吉安市泰和县水槎乡西阳山村,余寿鑫,江西,吉安市,"115.045054,26.476787",,,,,,
正一,泰和县华盖山道观,江西省吉安市泰和县灌溪镇睹碑村,郑承佳,江西,吉安市,"115.109986,26.762751",,,,,,
正一,泰和县王君庙,江西省吉安市泰和县上圯乡西岗村,刘天明,江西,吉安市,"115.121583,26.588323",,,,,,
正一,泰和县万灵山道观,江西省吉安市泰和县上模乡灵溪村,黄美莲,江西,吉安市,"114.982805,26.601211",,,,,,
正一,泰和县火府庙,江西省吉安市泰和县灌溪镇阳丘村,郭修源,江西,吉安市,"115.108800,26.713373",,,,,,
正一,泰和县清明山道观,江西省吉安市泰和县灌溪镇录竹村,陈少琴,江西,吉安市,"115.026331,26.750320",,,,,,
正一,泰和县神岗山道观,江西省吉安市泰和县万合镇赤溪村,肖斌仁,江西,吉安市,"115.056551,26.808173",,,,,,
正一,泰和县盘古仙道观,江西省吉安市泰和县碧溪镇碧溪村,曾广力,江西,吉安市,"114.388254,26.788577",,,,,,
正一,遂川县万福仙,江西省吉安市遂川县于田镇彭汾村,焦文银,江西,吉安市,"114.567184,26.419184",,,,,,
正一,遂川县葛仙岩,江西省吉安市遂川县枚江乡园岭村,刘名辉,江西,吉安市,"114.578687,26.326425",,,,,,
正一,遂川县康王庙,江西省吉安市遂川县于田镇横岭,曾南京,江西,吉安市,"114.504326,26.456156",,,,,,
正一,遂川县鹤堂仙,江西省吉安市遂川县西溪乡廖坊村,廖贤华,江西,吉安市,"114.300229,26.261611",,,,,,
正一,遂川县永福仙,江西省吉安市遂川县枚江乡东江村,郭光富,江西,吉安市,"114.618185,26.360628",,,,,,
正一,遂川县烟斗古仙,江西省吉安市遂川县于田镇珊田村,袁迁奉,江西,吉安市,"114.592554,26.459379",,,,,,
正一,遂川县三圣宫,江西省吉安市遂川县大汾镇大汾村,刘仰长,江西,吉安市,"114.209255,26.247896",,,,,,
正一,遂川县善福宫,江西省吉安市遂川县衙前镇衙前村,李光文,江西,吉安市,"114.485380,26.540871",,,,,,
正一,遂川县华盖古仙,江西省吉安市遂川县枚江乡钱塘村,王克淼,江西,吉安市,"114.604639,26.358754",,,,,,
正一,遂川县中道古观,江西省吉安市遂川县泉江镇卜村村,谢作鑫,江西,吉安市,"114.539438,26.324649",,,,,,
正一,遂川县紫螺山,江西省吉安市遂川县珠田乡黄塘村,李德梓,江西,吉安市,"114.488574,26.282118",,,,,,
正一,遂川县仁同山仙,江西省吉安市遂川县五斗江乡南坑村,兰明星,江西,吉安市,"114.324068,26.543940",,,,,,
正一,遂川县三圣仙,江西省吉安市遂川县五斗江乡车坳村,杨传森,江西,吉安市,"114.307195,26.610013",,,,,,
正一,遂川县五江观音仙,江西省吉安市遂川县五斗江乡丰禄村,康桂生,江西,吉安市,"114.358502,26.548842",,,,,,
正一,遂川县海螺仙,江西省吉安市遂川县五斗江乡石村,何学文,江西,吉安市,"114.332507,26.518407",,,,,,
正一,遂川县华云仙,江西省吉安市遂川县大汾镇滁洲村,刘泉海,江西,吉安市,"114.139055,26.330252",,,,,,
正一,遂川县莲华仙,江西省吉安市遂川县大汾镇文溪村,钟先莲,江西,吉安市,"114.209307,26.310578",,,,,,
正一,遂川县龙潭仙,江西省吉安市遂川县大汾镇滁洲村,刘泉海,江西,吉安市,"114.139055,26.330252",,,,,,
正一,遂川县赫爷庙,江西省吉安市遂川县大汾镇洛阳村,彭成经,江西,吉安市,"114.179219,26.262535",,,,,,
正一,遂川县观音古仙,江西省吉安市遂川县于田镇江背村,兰德宾,江西,吉安市,"114.620238,26.411904",,,,,,
正一,遂川县白水古仙,江西省吉安市遂川县碧洲镇白水村,曾宪模,江西,吉安市,"114.713017,26.339821",,,,,,
正一,遂川县三五灵仙,江西省吉安市遂川县新江乡金溪村,饶安,江西,吉安市,"114.404127,26.643539",,,,,,
正一,遂川县招仙古观,江西省吉安市遂川县新江乡三联村,邹隆洋,江西,吉安市,"114.458140,26.658600",,,,,,
正一,遂川县复合古宫,江西省吉安市遂川县五斗江乡南坑村,赖华方,江西,吉安市,"114.324068,26.543940",,,,,,
正一,遂川县鼎盛仙,江西省吉安市遂川县五斗江乡丰禄村,吴恒久,江西,吉安市,"114.358502,26.548842",,,,,,
正一,遂川县妙子阁,江西省吉安市遂川县左安镇丰城村,陈底明,江西,吉安市,"114.253445,26.126153",,,,,,
正一,遂川县梁仙古庙,江西省吉安市遂川县左安镇鹤坑村,巫日荣,江西,吉安市,"114.274470,26.055383",,,,,,
正一,遂川县白鹤仙,江西省吉安市遂川县左安镇白云村,曾跃宗,江西,吉安市,"114.256773,26.073883",,,,,,
正一,遂川县观通三郎,江西省吉安市遂川县汤湖镇横圳村,邓仁元,江西,吉安市,"114.190676,26.069242",,,,,,
正一,遂川县三坑白鹤仙,江西省吉安市遂川县黄坑乡三坑村,钟圣阳,江西,吉安市,"114.270867,26.235812",,,,,,
正一,遂川县祥瑞宫,江西省吉安市遂川县泉江镇高源村,张爱生,江西,吉安市,"114.486418,26.314328",,,,,,
正一,安福县王母仙宫,江西省吉安市安福县洲湖镇花车村,唐富明,江西,吉安市,"114.526711,27.203797",,,,,,
正一,安福县洞渊阁,江西省吉安市安福县县城北门,唐富明,江西,吉安市,"114.246156,27.474622",,,,,,
正一,安福县吉峰古坛,江西省吉安市安福县洲湖镇花门村,东省,江西,吉安市,"114.553800,27.175458",,,,,,
正一,安福县灵佑古庙,江西省吉安市安福县洲湖镇新英村,刘伟珍,江西,吉安市,"114.554223,27.154755",,,,,,
正一,安福县天福名山寺,江西省吉安市安福县洋溪镇店背村,周利山,江西,吉安市,"114.226124,27.299896",,,,,,
全真,黎川县罗船峰,江西省抚州市黎川县厚村乡厚村村,危金兴,江西,抚州市,"117.084061,27.450199",,,,,,
正一,乐安县大华山道观,江西省抚州市乐安县谷岗乡朱溪村朱溪小组,龚三震,江西,抚州市,"116.009401,27.380927",,,,,,
正一,广昌县仙游观,江西省抚州市广昌县尖峰乡观前村观前组,张嘟仔,江西,抚州市,"116.467786,26.779175",,,,,,
正一,广昌县太子庙,江西省抚州市广昌县赤水镇大禾村凤形排组,温绍球,江西,抚州市,"116.353874,26.678791",,,,,,
全真,南城县麻姑山仙都观,江西省抚州市南城县建昌镇麻姑山乡村,贾平平,江西,抚州市,"116.571181,27.534460",,,,,,
正一,南丰县三清宫,江西省抚州市南丰县琴城镇瑶浦村九组,肖长生,江西,抚州市,"116.511052,27.201759",,,,,,
正一,南丰县东岳府道观,江西省抚州市南丰县琴城镇茅店村石子山村小组,赵老伍,江西,抚州市,"116.543613,27.220544",,,,,,
正一,南丰县福寿宫,江西省抚州市南丰县桑田镇古城村跃进村小组,叶桂凤,江西,抚州市,"116.608308,27.143650",,,,,,
正一,南丰县罗汉山道观,江西省抚州市南丰县琴城镇杨梅村慕窠村小组,李勤洪,江西,抚州市,"116.521416,27.185870",,,,,,
正一,南丰县会峰观,江西省抚州市南丰县市山镇官庄村官庄村小组,平助友,江西,抚州市,"116.481411,27.206700",,,,,,
正一,南丰县洞真观,江西省抚州市南丰县付坊乡田陀村田一村小组,段金仔,江西,抚州市,"116.579386,26.897676",,,,,,
正一,南丰县城隍庙,江西省抚州市南丰县琴城镇解放路83号,张艳梅,江西,抚州市,"116.536086,27.203114",,,,,,
正一,南丰县瑞峰观,江西省抚州市南丰县琴城镇水南村庵上村小组,黄梅英,江西,抚州市,"116.522120,27.200029",,,,,,
正一,南丰县石仙观,江西省抚州市南丰县市山镇西村上彭村小组,李桂女,江西,抚州市,"116.501796,27.210388",,,,,,
正一,南丰县傅坊三清宫,江西省抚州市南丰县傅坊乡傅坊村下圆组,黄银煌,江西,抚州市,"116.600221,26.975538",,,,,,
正一,南丰县紫霄观,江西省抚州市南丰县紫霄镇东村村下山村小组,袁益生,江西,抚州市,"116.316992,27.020442",,,,,,
正一,南丰县金华山道观,江西省抚州市南丰县琴城镇富溪村南塘村小组,李善成,江西,抚州市,"116.534148,27.256983",,,,,,
正一,南丰县金华仙宫,江西省抚州市南丰县琴城镇大堡村封家村小组,余水根,江西,抚州市,"116.526030,27.159621",,,,,,
正一,南丰县河神宫,江西省抚州市南丰县琴城镇桥背村桥背村小组,刘水英,江西,抚州市,"116.544860,27.205919",,,,,,
正一,南丰县灵祥观,江西省抚州市南丰县莱溪乡东方村下倒坳村小组,程福泉,江西,抚州市,"116.612847,27.196589",,,,,,
正一,南丰县新圩上万寿宫,江西省抚州市南丰县桑田镇新圩上村新屋里村小组,周润孙,江西,抚州市,"116.561771,27.118677",,,,,,
正一,南丰县娘娘殿,江西省抚州市南丰县三溪乡三溪村董家堡村小组,黄水根,江西,抚州市,"116.397671,27.140286",,,,,,
正一,南丰县龙王宫,江西省抚州市南丰县太和镇康都村安丰村小组,江有生,江西,抚州市,"116.657832,27.007847",,,,,,
正一,南丰县踏岗山道观,江西省抚州市南丰县太和镇司前村赵家村小组,唐金庚,江西,抚州市,"116.599107,27.082605",,,,,,
正一,南丰县崇仙观,江西省抚州市南丰县太和镇下桐村下桐一组,曾细长,江西,抚州市,"116.628025,27.057141",,,,,,
正一,南丰县狮子峰,江西省抚州市南丰县洽湾镇长岭村彭家村小组,姚老女,江西,抚州市,"116.591815,27.309854",,,,,,
正一,南丰县文昌宫,江西省抚州市南丰县琴城镇西门农贸市场东侧,曾水福,江西,抚州市,"116.290944,27.010522",,,,,,
正一,南丰县陶田万寿宫,江西省抚州市南丰县市山镇陶田村石壁岭村小组,李长才,江西,抚州市,"116.450846,27.242012",,,,,,
正一,南丰县长丰观,江西省抚州市南丰县紫霄镇溪东村长陂村小组,叶长生,江西,抚州市,"116.248604,26.983188",,,,,,
正一,南丰县棲贞观,江西省抚州市南丰县桑田镇西源村小堡村小组,付金根,江西,抚州市,"116.570878,27.087999",,,,,,
正一,南丰县泰灵山道观,江西省抚州市南丰县桑田镇桑田村下街村小组,李广金,江西,抚州市,"116.570052,27.122690",,,,,,
正一,南丰县石咀万寿宫,江西省抚州市南丰县付坊乡石咀村上街村小组,段水财,江西,抚州市,"116.546505,26.951468",,,,,,
正一,南丰县军山王宫,江西省抚州市南丰县琴城镇瑶浦村五组,曾宝宝,江西,抚州市,"116.511052,27.201759",,,,,,
正一,南丰县九泰山道观,江西省抚州市南丰县桑田镇肖坊村大堡一村小组,肖伙龙,江西,抚州市,"116.616144,27.164809",,,,,,
正一,南丰县董溪村万寿宫,江西省抚州市南丰县付坊乡董溪村街上村小组,宁茂春,江西,抚州市,"116.585572,26.924058",,,,,,
正一,南丰县游坊宫,江西省抚州市南丰县付坊乡石咀村包家村小组,包水泉,江西,抚州市,"116.546505,26.951468",,,,,,
正一,南丰县八宝观,江西省抚州市南丰县三溪乡云山村坳里村小组,饶水泉,江西,抚州市,"116.400382,27.169306",,,,,,
正一,南丰县炼丹观,江西省抚州市南丰县市山镇丹坛村袁家坑村小组,甘水龙,江西,抚州市,"116.408885,27.202846",,,,,,
正一,南丰县翠徽宫,江西省抚州市南丰县市山镇翠云村韩家堡村小组,刘助娥,江西,抚州市,"116.507653,27.231057",,,,,,
正一,宜黄县崇华仙山,江西省抚州市宜黄县中港镇余溪村红旗组,邹德彬,江西,抚州市,"116.250221,27.316856",,,,,,
正一,资溪县净水观,江西省抚州市资溪县鹤城镇下长兴村九龙湖景区内,彭学香,江西,抚州市,"117.042315,27.693359",,,,,,
全真,峰云观,山东省济南市长清区孝里镇大峰山,温清辰,山东,济南市,"116.749242,36.566372",,,,,,
全真,明真观,山东省济南市历城区锦绣乡凤凰山,窦明水,山东,济南市,"117.190921,36.515482",,,,,,
全真,蓬莱院　,山东省济南市天桥区霞侣市街2号,张明真,山东,济南市,"117.042549,36.680562",,,,,,
全真,升阳观,山东省济南市历下区西公界街寿康楼4号,李宗清,山东,济南市,"117.018141,36.669264",,,,,,
全真,天齐庙,山东省济南市历城区柳埠镇,于明清,山东,济南市,"117.119188,36.436236",,,,,,
全真,清虚观,山东省济南市市中区陡沟街道办事处马家庄村玉皇山,郭诚工,山东,济南市,"116.892594,36.618328",,,,,,
全真,玉皇庙,山东省济南市长清区文昌街道东铺社区玉皇山,唐明石,山东,济南市,"116.764503,36.536928",,,,,,
全真,遇真宫　,山东省青岛市即墨市鳌山卫镇鹤山,罗诚云　,山东,青岛市,"120.633204,36.339646",,,,,,
全真,庙清宫　,山东省青岛市即墨市环秀三里庄大庙山,朱培贞,山东,青岛市,"120.490253,36.358638",,,,,,
全真,聚仙宫　,山东省青岛市即墨市通济街道办事处马山,张诚毓,山东,青岛市,"120.378058,36.405810",,,,,,
全真,白云庵　,山东省青岛市即墨市通济街道办事处马山,纪清惠,山东,青岛市,"120.378058,36.405810",,,,,,
全真,永合宫,山东省青岛市即墨市通济西流峰小龙山,王信勇,山东,青岛市,"120.388657,36.371963",,,,,,
全真,玉皇庙,山东省青岛市胶州市胶北镇玉皇庙村,张清远,山东,青岛市,"119.956433,36.383296",,,,,,
全真,大通宫,山东省青岛市城阳区城阳街道城子社区,付诚道,山东,青岛市,"120.370308,36.304364",,,,,,
全真,华楼宫,山东省青岛市崂山风景区,冷智慧,山东,青岛市,"120.644000,36.184075",,,,,,
全真,蔚竹观,山东省青岛市崂山风景区,陈常兴,山东,青岛市,"120.644000,36.184075",,,,,,
全真,太平宫,山东省青岛市崂山区沙子口13号,黄诚涛,山东,青岛市,"120.546417,36.118801",,,,,,
全真,上清宫,山东省青岛市崂山区沙子口13号,姜殿龙,山东,青岛市,"120.546417,36.118801",,,,,,
全真,明霞洞,山东省青岛市崂山区沙子口13号,许国恩,山东,青岛市,"120.546417,36.118801",,,,,,
全真,太清宫,山东省青岛市崂山区沙子口13号,李宗贤,山东,青岛市,"120.546417,36.118801",,,,,,
全真,海云庵,山东省青岛市市北区海云街1号,尹清智　,山东,青岛市,"120.352138,36.112018",,,,,,
全真,玉皇庙,山东省青岛市平度市蓼兰镇小綦家村,薛高坛,山东,青岛市,"119.857535,36.607008",,,,,,
全真,平安殿,山东省淄博市博山开发区岜山社区,孙爱霞,山东,淄博市,"117.850862,36.538761",,,,,,
全真,兴隆山碧霞元君行宫,山东省淄博市博山区白塔镇饮马村,单玉霞,山东,淄博市,"117.895645,36.550212",,,,,,
全真,玉皇宫,山东省淄博市博山区原山林场,秦清恒,山东,淄博市,"117.855087,36.486088",,,,,,
全真,碧霞元君行宫,山东省淄博市博山区原山林场,刘照乾,山东,淄博市,"117.855087,36.486088",,,,,,
全真,玉清宫,山东省淄博市高新区四宝山街道办事处花山,尹清钧,山东,淄博市,"118.069249,36.846585",,,,,,
全真,姜太公祠,山东省淄博市临淄区闻韶街道张家村,刘学连,山东,淄博市,"118.317843,36.874510",,,,,,
全真,神清宫,山东省淄博市沂源县燕崖镇西郑村神清宫,于清泉,山东,淄博市,"118.157740,36.092951",,,,,,
全真,龙华寺,山东省淄博市张店区傅家镇唐家村九泉山 ,高森传,山东,淄博市,"118.014489,36.745127",,,,,,
全真,炉神姑庙,山东省淄博市张店区中埠镇孟家村村东 ,段美兰,山东,淄博市,"118.185149,36.820128",,,,,,
全真,抱牍崮三清观,山东省枣庄市抱牍崮国家森林公园,孙宇德,山东,枣庄市,"117.323725,34.810487",,,,,,
全真,太山行宫,山东省枣庄市薛城区邹坞镇中陈郝村,姬小钢,山东,枣庄市,"117.459912,34.885493",,,,,,
全真,天后圣母宫,山东省烟台市莱阳市高格庄镇天后圣母路1号,徐宇升,山东,烟台市,"120.789475,36.706678",,,,,,
全真,龙王庙,山东省烟台市莱阳市穴坊镇富山,王自远,山东,烟台市,"120.735120,36.696580",,,,,,
全真,太虚宫,山东省烟台市栖霞市迎宾路33号,高 鉴,山东,烟台市,"120.833356,37.340611",,,,,,
全真,显应宫,山东省烟台市长岛县庙岛开发管理处庙岛村,孙明孝,山东,烟台市,"120.689525,37.946346",,,,,,
全真,岳姑庙,山东省烟台市昆嵛山自然保护区,龚清泰,山东,烟台市,"120.748500,37.918288",,,,,,
全真,神清观,山东省烟台市昆嵛山自然保护区,龚清泰,山东,烟台市,"120.748500,37.918288",,,,,,
全真,太平庵,山东省烟台市芝罘区塔山路36号,许素玲,山东,烟台市,"121.405230,37.511605",,,,,,
全真,阳主庙,山东省烟台市芝罘区芝罘岛阳主庙,侯信阳,山东,烟台市,"121.377172,37.611554",,,,,,
全真,龙王庙,山东省烟台市招远市阜山镇九曲蒋家村,张富贵,山东,烟台市,"120.555330,37.464625",,,,,,
全真,班仙洞日觉观,山东省烟台市招远市欧家夼村东北罗山南麓,战 兴,山东,烟台市,"120.478483,37.440403",,,,,,
全真,祥光观,山东省烟台市招远市欧家夼村罗山国家森林公园,战 兴,山东,烟台市,"120.470007,37.457338",,,,,,
全真,昊天宫,山东省潍坊市青州市云驼风景区,胡兴涛,山东,潍坊市,"118.456477,36.640799",,,,,,
全真,东镇庙,山东省潍坊市临朐县沂山风景区,孙立贵,山东,潍坊市,"118.621114,36.214398",,,,,,
全真,朝阳观,山东省潍坊市潍城区浮烟山风景区,赵玉明,山东,潍坊市,"119.005516,36.640566",,,,,,
全真,天妃宫,山东省潍坊市寿光市羊口镇,赵敬福,山东,潍坊市,"118.886384,37.240409",,,,,,
全真,真武庙,山东省济宁市金乡县真武社区,鹿羲才,山东,济宁市,"116.311532,35.066620",,,,,,
全真,青华洞,山东省济宁市任城区二十里铺镇,扈东朔,山东,济宁市,"116.544216,35.496198",,,,,,
全真,会仙观,山东省济宁市泗水县高峪尧山村,姚桂新,山东,济宁市,"117.311701,35.763651",,,,,,
全真,朝阳洞,山东省济宁市微山县两城镇独山村,王兴乾,山东,济宁市,"116.735269,35.135189",,,,,,
全真,泰山庙,山东省济宁市微山县夏镇泰山村,冯召环,山东,济宁市,"117.137354,34.784957",,,,,,
全真,三元行宫,山东省济宁市邹城市钢山街道岗山,李登伦,山东,济宁市,"116.983380,35.404437",,,,,,
全真,白云宫,山东省济宁市邹城市峄山风景区,孔明卫,山东,济宁市,"117.024822,35.318186",,,,,,
全真,关帝庙,山东省济宁市金乡县金乡街道魏庄村,鹿羲才 ,山东,济宁市,"116.324286,35.046781",,,,,,
全真,桃源观,山东省泰安市肥城市新城办事处,李万庆,山东,泰安市,"116.769250,36.164861",,,,,,
全真,灵应宫,山东省泰安市灵山大街,霍怀虚,山东,泰安市,"117.146652,36.183391",,,,,,
全真,王母池,山东省泰安市泰山风景名胜区虎山景区,刁宇松,山东,泰安市,"117.086615,36.264250",,,,,,
全真,碧霞祠,山东省泰安市泰山极顶,张诚达,山东,泰安市,"117.135354,36.192084",,,,,,
全真,祥龙观,山东省泰安市东平县腊山森林公园,罗理珍,山东,泰安市,"116.166163,36.037297",,,,,,
全真,三关庙,山东省泰安市岱岳区良庄镇山阳北村,曲智明,山东,泰安市,"117.269639,35.980280",,,,,,
全真,成山头始皇庙,山东省威海市荣成市成山镇成山头景区,孙诚修,山东,威海市,"122.552273,37.363389",,,,,,
全真,槎山增福延寿宫,山东省威海市荣成市人和镇,李诚月,山东,威海市,"122.304903,36.891802",,,,,,
全真,院夼道教活动场所,山东省威海市荣成市人和镇院夼村,王喜顺,山东,威海市,"122.300479,36.841128",,,,,,
全真,圣水观,山东省威海市荣成市崖西镇朱埠村,孙诚修,山东,威海市,"122.364616,37.284138",,,,,,
全真,碧霞宫,山东省威海市乳山市白沙滩镇蔡家村东,白文英,山东,威海市,"121.715618,36.876837",,,,,,
全真,玉虚观,山东省威海市乳山市冯家镇孔家村北,单玉梅,山东,威海市,"121.748211,37.070466",,,,,,
全真,北海道教活动场所,山东省威海市环翠区孙家疃镇八卦塔,孙诚修,山东,威海市,"122.113342,37.540875",,,,,,
全真,仙姑庙,山东省威海市环翠区望岛集团仙姑顶景区,武嗣智,山东,威海市,"122.114616,37.457422",,,,,,
全真,刘公庙,山东省威海市刘公岛景区,魏高清,山东,威海市,"122.188510,37.503709",,,,,,
全真,东华宫,山东省威海文登市葛家镇西于村,蔡拥军,山东,威海文登市,"121.807259,37.177329",,,,,,
全真,朝阳观,山东省日照市莒县浮来山,孙诚敬,山东,日照市,"118.737845,35.600085",,,,,,
全真,玉皇庙,山东省莱芜市钢城区黄庄镇西冶村,刘玉林,山东,莱芜市,"117.852014,36.067320",,,,,,
全真,九阳宫,山东省莱芜市莱城区羊里镇大舟山,许国锋,山东,莱芜市,"117.526031,36.275469",,,,,,
全真,瑞云观,山东省莱芜市泰钢工业园雅鹿山公园,吕学寅,山东,莱芜市,"117.648437,36.218687",,,,,,
全真,天齐庙,山东省临沂市兰山区茶山风景区,张西华,山东,临沂市,"118.395990,35.283460",,,,,,
全真,万寿宫,山东省临沂市蒙山旅游区,魏高清,山东,临沂市,"117.974291,35.559449",,,,,,
全真,通明宫,山东省德州市经济技术开发区赵虎镇辛庄,韩地博,山东,德州市,"116.573118,37.539027",,,,,,
全真,李满碧霞祠,山东省德州市宁津县大柳镇李满村,孙朝生,山东,德州市,"116.860876,37.765434",,,,,,
全真,碧霞宫,山东省德州市平原县三唐乡齐家寨村,赵春永,山东,德州市,"116.375552,37.197755",,,,,,
全真,歇马亭道观,山东省聊城市临清市大辛庄办事处歇马亭村,徐万春,山东,聊城市,"115.730154,36.743250",,,,,,
全真,皇殿岗道教活动场所,山东省聊城市临清市戴湾镇水城屯村,井安山,山东,聊城市,"115.886086,36.804202",,,,,,
全真,泰山行宫碧霞元君祠,山东省聊城市临清市新华办事处桑树园村,蔡永兵,山东,聊城市,"115.735371,36.825787",,,,,,
全真,平子庵,山东省滨州市经济开发区沙河街道办事处南环路163号,沙丽美,山东,滨州市,"117.987608,37.344392",,,,,,
全真,清玄观,山东省滨州市经济开发区杜店办事处南首,史吉明,山东,滨州市,"117.933512,37.373506",,,,,,
全真,长生观道教活动场所,山东省滨州市邹平县西董街道办事处鹤伴山国家森林公园,陈景焘,山东,滨州市,"117.721568,36.762492",,,,,,
全真,中王庙,河南省登封市白坪茅岭中王庙,梁松林,河南,登封市,"113.037262,34.442578",,,,,,
全真,老君洞,河南省登封市嵩山老君洞,赵世杰,河南,登封市,"113.042354,34.495246",,,,,,
全真,乐善洞,河南省登封市嵩山乐善洞,安海炎,河南,登封市,"113.040054,34.498091",,,,,,
