派别,场所名称,地址,负责人姓名,省级行政区,省属地级行政区/直辖市属县区级行政区,经纬度,,,,,,
正一,武公金仙宝殿,湖南省株洲市攸县石羊塘镇花石垅村,杨桂英,湖南,株洲市,"113.284791,27.097150",,,,,,
正一,地藏王庙,湖南省株洲市攸县石羊塘明塘村,阳桂生,湖南,株洲市,"113.346196,27.109769",,,,,,
正一,龙王宫,湖南省株洲市攸县石羊塘老屋垅村,王祖光,湖南,株洲市,"113.328446,27.079027",,,,,,
正一,张公庙,湖南省株洲市攸县石羊塘达水桥,彭杨远,湖南,株洲市,"113.323892,27.066419",,,,,,
正一,新阳观,湖南省株洲市攸县鸭塘铺乡阴山巷村,单开云,湖南,株洲市,"113.276018,27.063204",,,,,,
正一,洹公殿,湖南省株洲市攸县鸭塘铺泥脚巷,吴一姑,湖南,株洲市,"113.302259,27.044548",,,,,,
正一,神农关帝庙,湖南省株洲市攸县鸭塘铺乡白日冲村,蔡德荣,湖南,株洲市,"113.232883,26.999904",,,,,,
正一,杉仙殿,湖南省株洲市攸县鸭塘铺乡邱家垅村,邱金风,湖南,株洲市,"113.261513,27.049231",,,,,,
正一,大漠观司空宝殿,湖南省株洲市攸县网岭镇槐塘村,汤解放,湖南,株洲市,"113.423002,27.206753",,,,,,
正一,董公庙,湖南省株洲市攸县网岭北坪村,董谷芬,湖南,株洲市,"113.442833,27.247762",,,,,,
全真,元微宫,湖南省株洲市攸县网岭镇杨家洲村,廖利民,湖南,株洲市,"113.467714,27.222333",,,,,,
全真,城塘观,湖南省株洲市攸县网岭镇里旺村,李振华,湖南,株洲市,"113.454993,27.207949",,,,,,
正一,吴公宝殿,湖南省株洲市攸县网岭镇笙塘村,杨成仁,湖南,株洲市,"113.470362,27.273052",,,,,,
正一,关帝李氏庙,湖南省株洲市攸县网岭镇宏市村,唐建良,湖南,株洲市,"113.446462,27.215865",,,,,,
正一,白鹿观,湖南省株洲市攸县丫江桥镇增佳台村,曾青松,湖南,株洲市,"113.318474,27.283146",,,,,,
正一,鱼形观,湖南省株洲市攸县丫江桥镇高潮村,唐桂福,湖南,株洲市,"113.332067,27.271680",,,,,,
正一,严仙观,湖南省株洲市攸县丫江桥皮佳如村,曾祥辉,湖南,株洲市,"113.273345,27.322574",,,,,,
正一,杉仙庙,湖南省株洲市攸县丫江桥双峰村,陈继宗,湖南,株洲市,"113.312304,27.354742",,,,,,
正一,明月庵,湖南省株洲市攸县丫江桥明月村,王石文,湖南,株洲市,"113.316437,27.342045",,,,,,
正一,七郎庙,湖南省株洲市攸县贾山乡株形村,谭燕虎,湖南,株洲市,"113.357978,27.229179",,,,,,
正一,九富庙,湖南省株洲市攸县贾山乡潘田湾村,肖少春,湖南,株洲市,"113.334970,27.234740",,,,,,
正一,武功殿,湖南省株洲市攸县石羊塘镇恒树龙村,夏明杨,湖南,株洲市,"113.271548,27.085482",,,,,,
正一,枫仙殿,湖南省株洲市攸县菜花坪镇菜花村,王金元,湖南,株洲市,"113.350078,26.935357",,,,,,
正一,城隍庙,湖南省株洲市攸县大同桥镇大岭村,刘连生,湖南,株洲市,"113.383877,27.149090",,,,,,
正一,龙王庙,湖南省株洲市攸县莲塘坳镇春龙村,李招林,湖南,株洲市,"113.402435,26.981801",,,,,,
正一,裘村观,湖南省株洲市攸县上云桥镇侯市村,文仁其,湖南,株洲市,"113.407901,27.089371",,,,,,
正一,武公堂,湖南省株洲市攸县上云桥镇上云桥村,颜子祥,湖南,株洲市,"113.382192,27.052012",,,,,,
正一,张公庙,湖南省株洲市攸县鸭塘铺乡洪家洲村,夏石林,湖南,株洲市,"113.280190,27.068599",,,,,,
正一,关帝庙,湖南省株洲市攸县新市镇回湖村,张开云,湖南,株洲市,"113.370016,27.216487",,,,,,
全真,东岳宫,广东省东莞市茶山镇东岳路101号,张锦成,广东,东莞市,"113.878747,23.072944",,,,,,
全真,东莞市大岭山马山庙,广东省东莞市大岭山镇马山风景区内,汤信灵,广东,东莞市,"113.842223,22.899965",,,,,,
全真,东莞市海月岩古庙,广东省东莞市厚街镇涌口村,方冲天,广东,东莞市,"113.644706,22.921961",,,,,,
全真,郭都真人古观,广东省东莞市虎门镇白沙村,张锦成,广东,东莞市,"113.662766,22.851125",,,,,,
全真,东莞市新田岗玉皇观,广东省东莞市石龙镇西湖村新田岗,邹信妹,广东,东莞市,"113.861772,23.094373",,,,,,
全真,东莞市纯阳古观,广东省东莞市万江区曦龙广场,王晓刚,广东,东莞市,"113.739031,23.043785",,,,,,
全真,沙富道观,广东省佛山市顺德区勒流镇龙冲路富裕西村,方冲天,广东,佛山市,"113.203199,22.823643",,,,,,
全真,北帝庙,广东省广州市白云区石井街夏茅村广场,吴信达,广东,广州市,"113.256827,23.223946",,,,,,
全真,纯阳观,广东省广州市海珠区新港西路漱珠岗,潘志贤,广东,广州市,"113.293524,23.085112",,,,,,
全真,黄大仙祠,广东省广州市荔湾区芳村百花路1号,行信明,广东,广州市,"113.230177,23.095009",,,,,,
全真,仁威祖庙,广东省广州市荔湾区龙津西路前直街22号,黄学良,广东,广州市,"113.238070,23.122153",,,,,,
全真,都城隍庙,广东省广州市越秀区忠佑大街32号,车志荣,广东,广州市,"113.270981,23.126007",,,,,,
全真,三元宫,广东省广州市越秀区应元路11号,吴信达,广东,广州市,"113.263246,23.134993",,,,,,
全真,何仙姑庙,广东省广州市增城市小楼镇仙源路8号,潘志贤,广东,广州市,"113.833955,23.382894",,,,,,
全真,黄村灵应宫,广东省河源市东源县黄村镇梅陇村,张水清,广东,河源市,"115.241427,23.821875",,,,,,
全真,黄村龙兴庙,广东省河源市东源县黄村镇万禾村,梁汉添,广东,河源市,"115.265282,23.827448",,,,,,
全真,黄村天崇观,广东省河源市东源县黄村镇街镇,张焕林,广东,河源市,"115.227392,23.826275",,,,,,
全真,骆湖水口神公庙,广东省河源市东源县骆湖镇下欧村,欧少辉,广东,河源市,"114.865044,24.059572",,,,,,
全真,仙塘大帝宫,广东省河源市东源县仙塘镇北冷水坑村,潘中武,广东,河源市,"114.992881,24.005906",,,,,,
全真,崖婆石张公庙,广东省河源市东源县黄村镇祝岗村,张洪亮,广东,河源市,"115.287565,23.811017",,,,,,
全真,叶潭五显宫,广东省河源市东源县叶潭镇吉布村,刘春林,广东,河源市,"115.205264,23.902007",,,,,,
全真,北楼关帝庙,广东省河源市和平县城北楼岗,池锦章,广东,河源市,"114.490721,24.371815",,,,,,
正一,高溪庙,广东省河源市和平县合水镇兴径村牛岗坪,王胜健,广东,河源市,"114.922323,24.372436",,,,,,
全真,林寨天后宫,广东省河源市和平县林寨镇新兴村,陈优英,广东,河源市,"115.081723,24.279860",,,,,,
全真,下车紫微宫,广东省河源市和平县下车镇云丰村,徐永安,广东,河源市,"115.054073,24.650034",,,,,,
全真,天后宫,广东省河源市连平县元善镇南湖村,廖嘉烈,广东,河源市,"114.494229,24.349907",,,,,,
全真,乌仙宫,广东省河源市连平县元善镇石龙村,刘添,广东,河源市,"114.501296,24.337100",,,,,,
全真,石坑华公庙,广东省河源市龙川县铁场镇桥头村,黄东星,广东,河源市,"115.540281,24.201770",,,,,,
全真,佗城城隍庙,广东省河源市龙川县佗城镇中山街,沙如娣,广东,河源市,"115.189348,24.056304",,,,,,
全真,河源市源城区埔前关帝庙,广东省河源市源城区埔前圩镇老圩街21号,张其祥,广东,河源市,"114.615764,23.570378",,,,,,
全真,河源市源城区天后宫,广东省河源市源城区源南镇双下村,李来盛,广东,河源市,"114.680860,23.715774",,,,,,
全真,源城区东江和福礤七圣宫,广东省河源市源城区埔前镇坪围村西山,王锦泉,广东,河源市,"114.592284,23.565426",,,,,,
全真,东嶽宫,广东省河源市紫金县紫城镇黄金岭打砖窝,蓝仕娣,广东,河源市,"115.181842,23.639104",,,,,,
全真,古竹北帝庙,广东省河源市紫金县古竹镇沿江路,黎晋强,广东,河源市,"114.930143,23.414598",,,,,,
全真,金山北帝宫,广东省河源市紫金县紫城镇金山街,何源泉,广东,河源市,"115.182100,23.629598",,,,,,
全真,九和天后宫,广东省河源市紫金县九和镇市围村,陈梦忠,广东,河源市,"115.063823,23.492372",,,,,,
全真,三圣宫,广东省河源市紫金县凤安镇下石村,陈春南,广东,河源市,"114.869558,23.400004",,,,,,
全真,慎田北帝宫,广东省河源市紫金县龙窝镇慎田村,钟乃荫,广东,河源市,"115.346104,23.448971",,,,,,
全真,书田天后宫,广东省河源市紫金县乌石镇书田村,江乃增,广东,河源市,"115.196015,23.629295",,,,,,
全真,天崇道观,广东省河源市紫金县乌石镇张公庙,张百坚,广东,河源市,"115.194529,23.631688",,,,,,
全真,天师观,广东省河源市紫金县紫城镇升平村官山嶂,叶坤华,广东,河源市,"115.229099,23.552310",,,,,,
全真,紫金观,广东省河源市紫金县紫城镇安良片,蓝佛望,广东,河源市,"115.181842,23.639104",,,,,,
全真,广东省罗浮山冲虚古观,广东省惠州市博罗县罗浮山风景名胜区内,赖保荣,广东,惠州市,"114.065305,23.259801",,,,,,
全真,博罗县柏塘镇协天宫,广东省惠州市博罗县柏塘镇柑里嶂,梁伯祥　,广东,惠州市,"114.368470,23.394916",,,,,,
全真,博罗县公庄镇天后宫,广东省惠州市博罗县公庄镇窝辽下村,張满英,广东,惠州市,"114.390672,23.540044",,,,,,
全真,博罗县观音阁镇观音庙,广东省惠州市博罗县观音阁镇圩镇,邓镜联,广东,惠州市,"114.598620,23.401553",,,,,,
全真,博罗县龙华镇陈孝女祠,广东省惠州市博罗县龙华镇圩镇,陈智明,广东,惠州市,"114.102713,23.188102",,,,,,
全真,博罗县龙溪镇协天宫,广东省惠州市博罗县龙溪镇宫庭村,蔡喜,广东,惠州市,"114.121778,23.125918",,,,,,
全真,博罗县罗浮山茶山观,广东省惠州市博罗县罗浮山,梁润笙,广东,惠州市,"114.034377,23.264104",,,,,,
全真,博罗县罗浮山何仙观,广东省惠州市博罗县罗浮山,廖辉,广东,惠州市,"114.034377,23.264104",,,,,,
全真,博罗县罗浮山黄龙宫,广东省惠州市博罗县罗浮山,曾祥发,广东,惠州市,"114.034377,23.264104",,,,,,
全真,博罗县罗浮山黄龙古观,广东省惠州市博罗县罗浮山,黄健虹　,广东,惠州市,"114.034377,23.264104",,,,,,
全真,博罗县罗浮山九天观,广东省惠州市博罗县罗浮山兰石村,黄其光,广东,惠州市,"114.083495,23.266912",,,,,,
全真,博罗县罗浮山酥醪观,广东省惠州市博罗县罗浮山酥醪村,黄伟新,广东,惠州市,"114.009022,23.328054",,,,,,
全真,博罗县罗浮山西华道院,广东省惠州市博罗县罗浮山,张开生,广东,惠州市,"114.034377,23.264104",,,,,,
全真,博罗县罗阳镇东岳宫,广东省惠州市博罗县罗阳镇葫芦岭,江建华,广东,惠州市,"114.286355,23.167824",,,,,,
全真,博罗县罗阳镇华光庙,广东省惠州市博罗县罗阳镇葫芦岭,张开生,广东,惠州市,"114.286355,23.167824",,,,,,
全真,博罗县石坝圣母宫,广东省惠州市博罗县石坝镇三嘉村委会林屋村,林运通,广东,惠州市,"114.365917,23.393132",,,,,,
全真,博罗县石坝镇蓝田天后宫,广东省惠州市博罗县石坝镇蓝田管理区,黄春桥,广东,惠州市,"114.630575,23.537546",,,,,,
全真,博罗县泰美镇车村姚夫人庙,广东省惠州市博罗县泰美镇车村,车达浓,广东,惠州市,"114.510727,23.304088",,,,,,
全真,博罗县泰美镇三宫古观,广东省惠州市博罗县泰美镇老圩,林少金,广东,惠州市,"114.488736,23.316571",,,,,,
全真,博罗县杨桥镇高凹天后宫,广东省惠州市博罗县杨桥镇大坑高凹村,朱国强,广东,惠州市,"114.489611,23.472472",,,,,,
全真,麻陂镇曲潭协天宫,广东省惠州市博罗县麻陂镇曲潭村,黄秋元,广东,惠州市,"114.520455,23.508420",,,,,,
全真,惠州市惠城区汝湖镇仍图真君宫,广东省惠州市惠州市惠城区汝湖镇仍图南新大吕埔村,陈永昌,广东,惠州市,"114.587268,23.177869",,,,,,
全真,惠州市惠城区汝湖镇玄天北帝庙,广东省惠州市惠城区汝湖镇圩镇,李容生,广东,惠州市,"114.458742,23.177386",,,,,,
全真,惠州市惠城区元妙古观,广东省惠州市惠城区下角元妙古观8号,叶青春,广东,惠州市,"114.398723,23.098659",,,,,,
正一,惠东县大岭镇社岗祖庙,广东省惠州市惠东县大岭镇万松村社岗祖庙,周春生,广东,惠州市,"114.703636,23.030706",,,,,,
正一,惠东县多祝镇天后宫,广东省惠州市惠东县多祝镇东街,戚观奎,广东,惠州市,"114.950186,23.027791",,,,,,
正一,惠东县黄埠镇群英竹高岭三山国王天德宫,广东省惠州市惠东县黄埠镇群英竹高岭三山国王天德宫,翁乃炎,广东,惠州市,"114.992297,22.756201",,,,,,
正一,惠东县黄埠镇盐洲海口妈祖庙,广东省惠州市惠东县黄埠镇盐洲海口妈祖庙,王作,广东,惠州市,"114.959064,22.692038",,,,,,
正一,惠东县吉隆镇南天观,广东省惠州市惠东县吉隆镇龙腾尾路10号,叶百灵,广东,惠州市,"114.924075,22.800193",,,,,,
正一,惠东县梁化镇城隍庙,广东省惠州市惠东县梁化镇梁化屯,钟作良,广东,惠州市,"114.686506,23.091580",,,,,,
正一,惠东县梁化镇东岳庙,广东省惠州市惠东县梁化镇新龙街102号,周伟平,广东,惠州市,"114.679608,23.110402",,,,,,
正一,惠东县平海镇龙山观,广东省惠州市惠东县平海镇港口坳顶,林冯坤,广东,惠州市,"114.872627,22.617149",,,,,,
正一,惠东县平山龙峰祖庙,广东省惠州市惠东县平山办事处九龙峰,胡炳和,广东,惠州市,"114.801454,22.949333",,,,,,
正一,惠东县平山三王宫,广东省惠州市惠东县平山办事处金光社区,王石水,广东,惠州市,"114.714756,22.983172",,,,,,
正一,惠东县稔山镇谭公观,广东省惠州市惠东县稔山镇范和村,陈锦平,广东,惠州市,"114.819678,22.810275",,,,,,
正一,惠东县巽寮天后宫,广东省惠州市惠东县巽寮滨海旅游度假区巽寮村委会,甘文聪,广东,惠州市,"114.893642,22.612794",,,,,,
全真,惠阳区淡水镇三太子庙,广东省惠州市惠阳区淡水镇土湖村,李信良,广东,惠州市,"114.443209,22.779833",,,,,,
正一,广东省惠州市龙门县永汉何仙姑庙,广东省惠州市龙门县永汉镇旱河,蒙信森,广东,惠州市,"113.945616,23.531697",,,,,,
全真,开平市梁金道院,广东省江门市开平市梁金山公园,方剑华,广东,江门市,"112.680950,22.408050",,,,,,
正一,台山市斗山浮石北极殿,广东省江门市台山市斗山镇浮石村委会后山,赵卓民,广东,江门市,"112.855067,22.048997",,,,,,
全真,广东省江门市新会紫云观,广东省江门市新会区会城紫云路68号,刘嗣传,广东,江门市,"113.014406,22.527048",,,,,,
全真,北极古庙,广东省揭阳市惠来县隆江镇见龙村,林信惠,广东,揭阳市,"116.226249,22.984794",,,,,,
全真,东仙观,广东省揭阳市惠来县神泉镇溪东村,方如珍,广东,揭阳市,"116.350748,22.951403",,,,,,
全真,进德观,广东省揭阳市惠来县神泉镇澳角村,吴信量,广东,揭阳市,"116.334964,22.951018",,,,,,
全真,龙藏洞赤松观,广东省揭阳市惠来县惠城镇毕田村,方本财,广东,揭阳市,"116.291711,23.035337",,,,,,
全真,清山岩,广东省揭阳市惠来县神泉镇芦园村,宋信青,广东,揭阳市,"116.354295,22.939889",,,,,,
全真,三清阁,广东省揭阳市惠来县惠城梅二西坛顶,吴丽香,广东,揭阳市,"116.279236,23.024838",,,,,,
全真,太华宫,广东省揭阳市惠来县惠城镇英内社区北门外十三崎,王惠琴,广东,揭阳市,"116.306246,23.043892",,,,,,
全真,玉皇宫,广东省揭阳市惠来县神泉镇蔗埔村,吴崇端,广东,揭阳市,"116.331837,22.986976",,,,,,
全真,玉清宫,广东省揭阳市揭东区锡场镇藤吊岭南,林潮希,广东,揭阳市,"116.330209,23.599050",,,,,,
全真,揭阳空港经济区道教清修阁,广东省揭阳市空港经济区凤美办事处全美村,黄巧云,广东,揭阳市,"116.445975,23.512575",,,,,,
全真,天道观,广东省揭阳市空港区溪南办事处西寨村,陈锭辉,广东,揭阳市,"116.386988,23.515905",,,,,,
全真,明善观,广东省揭阳市普宁市军埠镇何厝围村,何崇彬,广东,揭阳市,"116.292590,23.259127",,,,,,
全真,七星洞,广东省揭阳市普宁市高埔镇南屏岭,陈明性,广东,揭阳市,"115.964983,23.162457",,,,,,
正一,三王古庙,广东省揭阳市普宁市流沙西街道白沙陇村,孙信运,广东,揭阳市,"116.161876,23.299812",,,,,,
正一,善德观,广东省揭阳市普宁市流沙军埠镇笔架山罗陵肚,王信槐,广东,揭阳市,"116.253968,23.248499",,,,,,
正一,秀龙古观,广东省揭阳市普宁市流沙镇东街道秀陇村,张信真,广东,揭阳市,"116.197951,23.301982",,,,,,
全真,紫云洞,广东省揭阳市普宁市大南山街道摩天石,马泽绵,广东,揭阳市,"116.102008,23.191114",,,,,,
全真,揭阳市华阳观,广东省揭阳市榕城区仙桥街道办事处高湖村,张信光,广东,揭阳市,"116.345999,23.488109",,,,,,
全真,揭阳市区北极古庙,广东省揭阳市榕城区北门武爷前横街14号,黄镇标,广东,揭阳市,"116.357933,23.540448",,,,,,
全真,揭阳市区道教娘宫观,广东省揭阳市榕城区东门直街,邢培锋,广东,揭阳市,"116.391279,23.535450",,,,,,
全真,揭阳市榕城区道教通玄观,广东省揭阳市榕城区仙桥街道办事处顶六村,谢惠芝,广东,揭阳市,"116.350403,23.518463",,,,,,
正一,白庙,广东省茂名市电白区旦场镇青福村委会覃美村,叶维盛,广东,茂名市,"111.095644,21.492694",,,,,,
正一,陈罗古庙,广东省茂名市电白区水东镇陈罗巷、陈罗坊,杨燕华,广东,茂名市,"111.006343,21.504315",,,,,,
正一,大王古宫,广东省茂名市电白区水东镇附城盐灶村,邓瑞森,广东,茂名市,"111.028521,21.544345",,,,,,
全真,大衙福德庙,广东省茂名市电白区林头镇大衙西坑,杨立高,广东,茂名市,"111.106639,21.625903",,,,,,
全真,登楼天后宫,广东省茂名市电白区树仔镇登楼村,邵建宗,广东,茂名市,"111.222412,21.520541",,,,,,
